industryID,chemicalID,chemicalname,trdename,quantity,purpose
19731,3066,"Sodium nitrate, Nitric acid, ",,1045,
25877,3067,Glyphosate,Glytoll,NULL,
19861,3068,"IPA, NBA",,NULL,
19738,3069,,,NULL,
19857,3070,Omega,Criso,375,
19758,3071,"Caustic Soda, Sulpuric acid",,3,
17080,3072,Ammonia,,1,Blasting
25898,3073,"Thinner ",,1,
25898,3074,"Spray paint ",,0.25,
25903,3075,Malox,,500,
25903,3076,"Calcium ",,200,
25909,3077,,"Soap ",NULL,
25910,3078,Bytol,,5,
25915,3079,Kerosine,,NULL,
25915,3080,Thinner,,NULL,
25915,3081,"Plates washing solution",,NULL,
1629,3082,Reshin,Reshin,50,
1629,3083,mat,mat,15,
1629,3084,Katlise,neurocks,1,
2425,3085,"Amoniyam Naitrat",,1,
2425,3086,Dainamait,,1,
2425,3087,"wedi Beheth",,0.2,
2371,3088,"Wedi Beheth",,NULL,
1813,3089,,,NULL,
2235,3090,Dainamait,,NULL,
2235,3091,Amoniya,,NULL,
1548,3092,Dipole,,20,
25918,3093,Amonieam,"Amoniem salfa",5,
25918,3094,Daina,,NULL,
2261,3095,Dainamait,,2,
2261,3096,Amoniyam,,NULL,
2238,3097,Dainamait,,NULL,
2238,3098,"Amoniyam Naitrate",,NULL,
1708,3099,britol,,NULL,
25926,3100,Glue,,11,pasting
25926,3101,IPA,,54,"alcolourvdamping units"
25926,3102,"Rollar wash",,51,"cylinder cleaning"
25926,3103,varnish,,50,overcoating
25926,3104,"Fountan solution",,5,"maintain PH value & conductivity"
8105,3105,,,NULL,
8105,3106,Detergents,NO,NULL,"To wash"
18553,3107,Tetrafloroethene,R1349,NULL,
18553,3108,monoclorodifloromethane,R22,NULL,
18553,3109,clorodifloromethane,R4049,NULL,
23213,3110,Hipressure,Britol,3,"Vehicle cleaning"
23125,3111,"Teepol , Britol",,0.5,"Vehicle cleaning"
10680,3112,"Potassium permanganate",,NULL,
25948,3113,"Sodium sulfate ",,2.5,
16849,3114,Kerosene,,6,Cleaning
23228,3115,"Hi power Chemical",britol,10,
25956,3116,Highpressure,,NULL,
25956,3117,Shampoo,,NULL,
25957,3118,Kerosine,,NULL,
25957,3119,Thinner,,NULL,
25957,3120,Paint,,NULL,
14099,3121,,"Car wash",10,cleaning
14100,3122,,"car wash",5,clean
9804,3123,Amoniya,,2,"to Blast Rock"
23084,3124,"Feenoal, Formaldihym,Fotasium Fermanganate","Farm Flimd, formalin, Condis ",1000,
14047,3125,,"car wash, t-pool",4,clean
14045,3126,n/a,,NULL,
9209,3127,"Formalic acid",,NULL,
14478,3128,,,NULL,
14480,3129,,,NULL,
14479,3130,,,NULL,
14481,3131,,,NULL,
14483,3132,,,NULL,
14486,3133,,,NULL,
14487,3134,"Amonium, Dianamid, Black powder",-,30,Blasting
14488,3135,"Amonium, Dianamid, Black Powder",,14,Blasting
14494,3136,,,NULL,
14495,3137,,,NULL,
14485,3138,,,NULL,
14484,3139,,,NULL,
14489,3140,"Amonium, Dianamid,Cap",,18,Blasting
14490,3141,"Amonium, Dianamid,Cap",,12,Blasting
14497,3142,,,NULL,
14256,3143,"CAustic Soda",,2,"For Dye"
14498,3144,,,NULL,
6711,3145,Detergents,,NULL,Washing
14256,3146,"Soda Ace",,7,"For dye"
14256,3147,"Glove Salt",,15,"For dye"
14256,3148,Paraoxcite,,1,"For Dye"
14493,3149,"Amonium, Dianamid,Cap",,5,Blasting
14259,3150,Madecine,,NULL,"Health care activities"
23242,3151,"Carbolic Acid",,1,
14254,3152,"Soult,Colures,Thinopal",,2,
14254,3153,,,NULL,
14254,3154,Colures,,0.4,
14254,3155,Thinopal,,0.15,
14254,3156,"Caustic soda",,0.3,
14254,3157,"Bleaching powder",,0.2,
17376,3158,Ammonia,,2000,Blasting
14260,3159,Nil,,NULL,
23140,3160,"bleaching powder",clorine,5,
14257,3161,"Caustic Soad",,0.1,Dye
14257,3162,Thinopal,,0.1,Dye
14257,3163,"Bleating Powder",,1,Dye
14257,3164,Soult,,15,Dye
14257,3165,Colors,,2,Dye
14264,3166,"Car Wash",,2,Washing
14264,3167,"High Power",,1,Washing
14253,3168,"Caustic Soda",,0.1,Dying
14253,3169,Thinopal,,0.1,Dying
14253,3170,"Bleaching Powder",,1,Dying
14253,3171,Soult,,25,Dying
14253,3172,Colour,,6.5,Dying
14255,3173,Thinopal,,0.1,Dying
14255,3174,"Caustic Soda",,0.1,Dying
14255,3175,"Bleaching Powder",,1,Dying
14255,3176,Soult,,15,Dyying
14255,3177,Colour,,2,Dying
23266,3178,"Aluminium Pospate, Clorine, Calcium Hydricide, ",Clorine,2073,
14252,3179,"Caustic Soda",,0.1,Dying
14252,3180,Thinopal,,0.1,Dying
14252,3181,"Bleating Powder",,1,Dying
14252,3182,Soult,,15,Dying
14252,3183,Colour,,2,Dying
25981,3184,Amonium,Amoniya,3,Blasting
14250,3185,"Cauustic Soda",,0.1,Dying
14250,3186,Thinopil,,0.1,Dying
14250,3187,"Bleaching Powder",,1,Dying
14250,3188,Soult,,15,Dying
14250,3189,Colour,,2,Dying
14251,3190,"Caustic Soda",,0.1,Dying
14251,3191,Thinopal,,0.1,Dying
14251,3192,"Bleaching Powder",,1,Dying
14251,3193,Colour,,2,Dying
23171,3194,Dioctylphatlate,DOP,50,"To soft the PVC material"
18288,3195,,R134,NULL,
23173,3196,"Britol, Car wash",,203,
22812,3197,"Aluminium Pospate, Clorine, Calcium Hydricide,",,15,
22821,3198,"Flexo ink, IPA, NBA",Sitana,18.5,
22788,3199,"Water jel,ANFU,Black powder, safty fuses",,57,
22828,3200,"Hipressure, Kerosion",Britol,30,
18274,3201,"Two in one",,2,
25998,3202,"Auto Wash",Teepool,50,Washing
18274,3203,Mauripan,,1.5,
18274,3204,Calcium,,0.23,
18274,3205,"Bun Improver",,0.13,
26000,3206,"All Purpose Cleaner",Tirus,0.2,
18305,3207,resin,resin,NULL,
22810,3208,"Water jel,ANFU,Black powder, safty fuses",,6,
22805,3209,"Water Jel, Amonium",,13,
18299,3210,Highpressure,Dash,NULL,
18299,3211,Grees,Caltex,NULL,
26005,3212,Highpressure,Dash,NULL,"For washing vehicles"
2823,3213,,,NULL,
26006,3214,LABSA,,NULL,
26006,3215,MIA,,NULL,
26006,3216,IPA,,NULL,
26006,3217,MEG,,NULL,
2962,3218,"Car Wosh",,10,
18298,3219,Paint,,NULL,
18298,3220,Thiner,,NULL,
18298,3221,Cabite,,1,
2869,3222,Paint-Emulsion,,NULL,
22851,3223,"Water jel,ANFU,Black powder, safty fuses",,18.5,
22813,3224,"Dinamite, Aminium Nitrate",,5,
14477,3225,,,NULL,
22792,3226,"Britol, Car wash",,NULL,
3004,3227,,Paint,3,
14507,3228,,,NULL,
14456,3229,"Amonium, Dianamid,Cap",,5,Blasting
14456,3230,"Amonium, Dianamid,Cap",,34,Blasting
14501,3231,"Car wash, High Power",,3.25,"Vehicle Wa"
14503,3232,"Car wash, High Power",,0.75,"Vehicle Washing"
14499,3233,"Car wash, High power",,3.5,"Vehicle Wash "
14505,3234,"Car Wash, High Power",,3.5,"Vehicle Washing"
22808,3235,"Jelatine Dinamite,Amonium Nitrate, Blasting powder,",,0.4,
22807,3236,"Water Jel, Amonium",,12,
22801,3237,"Sodium citrate, Benadic solution",Detona,0.2,
12175,3238,Teepol,,NULL,washing
26029,3239,,Dash,5,
26033,3240,Ammonia,,5,
26033,3241,Dinamite,,NULL,1
26036,3242,Ammonium,,2,
26036,3243,Dainamite,,5,
22806,3244,"Water jel,ANFU,Black powder, safty fuses",,50,
22776,3245,"Nitric acid,Caustic soda, Hydregen peroxide, stabilizers, Flavours,colours,",,632.3,
26046,3246,NH4NO3,"Ammonia ",10,
26046,3247,A:L/TNT/NH4NO3,Wartejell,2,
18237,3248,Cabite,,0.5,
18237,3249,Paint,,NULL,
18237,3250,Catloi,,NULL,
9691,3251,"Aluminium Sufate",,600,"maintain pH"
18115,3252,"Washing material",,1,
26049,3253,"calcium carbonate  ",,10,
26050,3254,"High density polythylene",,2380,
26050,3255,"Muster batch",,35,
21404,3256,Hipressure,,0.1,
21410,3257,Tinner,,4,
26059,3258,"Ammonia ",,NULL,
26059,3259,dynamite,,NULL,
26058,3260,"kerosene ",,0.25,
21391,3261,"fiber glass, Rasin",,30,
21362,3262,"Paint, Thinner",CIC,4,
26065,3263,"Paint ","Multilac ",3,
14263,3264,"Car wash",,0.1,washing
14263,3265,chemical,,0.3,washing
14263,3266,"Kerosene oil",,0.5,washing
14265,3267,"Car Wash",,0.5,Washing
14265,3268,Oil,,0.1,Washing
14258,3269,Calcium,,10,Product
14258,3270,Colure,,0.8,protct
14258,3271,Virgin,,0.25,protct
14266,3272,Shampoo,,0.5,
26086,3273,Paint,,NULL,
9671,3274,"Ammonium, ","Detanater,bulk powder",12,"for metal minng"
26101,3275,,"olomite plaster of paris",NULL,maqnufacturing
26108,3276,"Ammonium nitrate,water gel,detanators",,NULL,
21622,3277,"Car wash","Wilita carwash",25,wash
26137,3278,"Ammonia Nitrate ",,NULL,
21237,3279,"benadicts solution ",,3,"check for urine sugar"
21237,3280,"Sodium citrate ",,2,ESR
26146,3281,Ammonia,,NULL,
26146,3282,Dynamate,,NULL,
26146,3283,Detaneroter,,NULL,
21459,3284,"Kerosion, Car shampoo, Hipressure",Best,420,"Vehicle cleaning"
21471,3285,"Teepol ,Greece, Keroson",,2,
26152,3286,Kerosene,,NULL,
26152,3287,Hipresure,,NULL,
26152,3288,Teepol,,NULL,
21358,3289,"Ink, Keroson",Veron,12,
9157,3290,"Isoprophyl alcohol",,0.001,"Skin disinsfection"
9157,3291,Sawloan,,0.003,"Wound cleaning"
26158,3292,"Car wash shampoo",,NULL,0.2
26163,3293,"sulfuric acid",,10,
26141,3294,Supercrete,Supercrete,120,
26168,3295,Calcium,M.R.K,100,
21396,3296,"filler, Thiner, Ink",CIC,NULL,
21476,3297,"Ink, Thiner",,NULL,
13231,3298,,,NULL,
9104,3299,"Formic acid",BASF,25,
9104,3300,"Sodium sulfide",BASF,12,
9104,3301,Amonia,CIC,35,
21440,3302,"filler, Thiner, Ink",CIC,NULL,
9118,3303,Alam,"Devi Trading",8,
26184,3304,"Jelly dynamite",,0.2,blasting
26184,3305,Ammonia,,0.4,
9118,3306,Roashine,"PVC compound",1,
9118,3307,"Basine dye",,200,
13341,3308,,,NULL,
21407,3309,"Soap,  Soda",Uniliver,NULL,
20080,3310,paint,,2,
21786,3311,"Calcium Chloride ",Cacl2,20,
21786,3312,,Hcl,30,
21786,3313,,Di-Amene,30,
9110,3314,Regent,,NULL,
19668,3315,"Ammonia nitrate ",,0.5,
9102,3316,"High pressure",HP,5,
9102,3317,Soap,teepoal,2,
19671,3318,"Dynamite ",,1,
19671,3319,"gun powder",,0.25,
19671,3320,"detonator ",,4,
9850,3321,,"Engine oil",NULL,
9131,3322,Shampoo,,NULL,
9131,3323,"High pressure",,NULL,
9864,3324,,"SHAMPO, SOAP,GREESE",NULL,"FOR WASHING AND CLEANING"
21775,3325,"Sulfuric acid ",,32,
21775,3326,"Sodium carbonate",,9.6,
21775,3327,"Sodium phosphate",,9.6,
21775,3328,"Sodium phosphate",,9.6,
21775,3329,"Sodium silicate",,9.6,
21775,3330,"Zinc  phosphate",,9.6,
13329,3331,,,NULL,
21244,3332,"Sodium hypochlorite",,1.5,"use against bacteria"
21244,3333,"Polymer ",,2,"dewater the activated sludge at the belt press"
21376,3334,"Catloy, Poti, Piller, Ink","Casway, CIC",1,
13313,3335,"deasel, car wash shampoo",,NULL,
25818,3336,,,NULL,
9122,3337,Shampoo,,NULL,
13310,3338,,,NULL,
9681,3339,"Urea formaldehyde",,10000,
22794,3340,"Ammonia nitrate ",Deepak,2000,
22794,3341,"Sulfur powder","Sun ",100,
22794,3342,"Aluminium powder",,25,
22794,3343,"Sodium nitrate ",Deepak,400,
21295,3344,"Xylene, Low Aromatic white sprit, Phthalic Anhydride, Malic Anhydride, Pentaerythritol","Xylene, LAWS, PA, MA, Penta",2825,"For manufacture of Alkyd Rasin"
20250,3345,,"Dynamite ",NULL,
20250,3346,,"Ammonia ",0.5,
21154,3347,"Poly Proplyne",Reliayancebic,300,
21287,3348,Glycol,,20,
21287,3349,Cyline,,20,
21287,3350,Mercury,,50,
21274,3351,"Titanium Dioxide, Whitting Talc, Colour Paste, Emulsion Binder","TR 633, MICARB, Fine Paste CC, Primal",905,"For opacity of paint fifiller, Obtain Colours for binding Properts"
21122,3352,"ethial , NP4, Polvin, IP 4",,10,
9099,3353,"Urea Formaldehyde  ","UFORES 201 p",NULL,
9099,3354,"Powder Resine",,NULL,
9103,3355,"Sodium bisulphite",,7.5,
9103,3356,"Sodium sulphite",,1,
9103,3357,"Necdo bleaw",,1.9,
9103,3358,"Formic acid",,7.5,
21242,3359,"Titainium Dioxide, Acryalic Binder, Alkyd Resin, White cement, CaCo3","Ticon TR 33, Chemacryl 1955, Alkyd , J.K.White, CaCo450",1413,"Pigment for filler, Binder for powder filler, Filler for Slconcoat"
13329,3360,detergent,,3,
13329,3361,detergent,,3,
13326,3362,"karosene, soap",,NULL,
9147,3363,"liqui soap",Brytol,1,
26211,3364,Amonia,,NULL,
9912,3365,tar,bitumin,16000,
9853,3366,"Sodium sulphite",,3.75,
9853,3367,"Sodium Bisulphite",,15,
9853,3368,"Formic acid",,10.5,
9508,3369,"Car wash",Smash,NULL,
9508,3370,"Under wash",Smash,NULL,
9508,3371,"High pressure",Dash,NULL,
9903,3372,"Ammonium nitrate,water gel,detanators",,NULL,
9903,3373,,"water gel",NULL,
21289,3374,"Surgical Spreet, Sodium hydrocloride, Other",,0.09,"sterile, testing"
9504,3375,"Hidrogen peroxide",,8,
9504,3376,"Coastic soda",,0.8,
9504,3377,Detergent,,4,
21114,3378,"Potasium aluminate, Sodium carbonate, Hypoclorite, ","Alam, Soda Ash, Nalco, Mleaching powder",257,"Water treatment Plant"
21316,3379,"Ethyle Acc",,65,"Stic and printing"
23260,3380,"LDPE, Master Batch",,NULL,
21291,3381,"Chemical Shampoo",britol,2,
26227,3382,"Optima concentrate",,NULL,
26227,3383,"Nafthaliga liquid ",,NULL,
26227,3384,"Soduim Cluconate powder ",,NULL,
14355,3385,,Britol,0.01,0.5
14355,3386,,Britol,0.01,"Car   wash"
21204,3387,"Hydrogen peroxide ",,NULL,
21204,3388,,,NULL,
21204,3389,"Sodium hydrosulphate",,NULL,
21139,3390,"Nitrate ",,1,
19961,3391,"Dinamite, Amonium",,0.7,
9521,3392,Amonia,,8,
9521,3393,Dinamite,,NULL,
9521,3394,Detageator,,NULL,
9500,3395,Dinamite,,NULL,
9500,3396,Ammonia,,NULL,
9500,3397,"Explosives ( Wedi beheth)",,NULL,
19915,3398,Tinner,,0.4,
19983,3399,"Kerosene  ",,10,
19983,3400,oil,,100,
19983,3401,paint,,5,
9908,3402,Ammonium,,4,
9908,3403,,Dinamite,NULL,1
9908,3404,,Threads,NULL,
19947,3405,"Tinner, Primer paint, Top coat paint",,12,
19888,3406,,,NULL,
19940,3407,,"Water jel",NULL,
19940,3408,"ammonia nitrate ",,3,
19953,3409,"Kerosene ",,NULL,
19953,3410,"Thinner ",,NULL,
13430,3411,,DAINA,0.3,
13430,3412,Ammonium,,0.5,
13430,3413,,CAP,5,
13189,3414,WATERGEL,,6,
13189,3415,CAP,,6,
13189,3416,"BLACK DUST",,0.1,
13189,3417,AMMONIA,,1000,
20057,3418,"Tinner, Cataloy, Ink",Causeway,6,
160,3419,"Aluminium Silicate",,NULL,
20010,3420,Niyo,,NULL,washing
442,3421,"Sodium Shalpite",B.A.S.F,6,
442,3422,"Sodium Bisulphite",,10,
442,3423,"Formic Acid",,9,
442,3424,"Nexo Bleach",,4,
19920,3425,"Teepol , Britol",,NULL,
20046,3426,Detergent,,NULL,
19937,3427,Detergent,,0.75,"Vehicle cleaning"
20034,3428,"Kerosion, Greece, Oil",caltex,10,
20032,3429,"Soap, Costic Soda",Teepool,NULL,
19946,3430,Dash,,0.3,"Vehicle cleaning"
20043,3431,Detergent,,1,"Vehicle cleaning"
20271,3432,"Water jel,ANFU,Black powder, safty fuses",,13,
20950,3433,"Kerosion, Car wash",Britol,7,
20355,3434,Kerosion,,1.5,
26306,3435,"Aluminium , Jel Caps, Explosiveuale",,0.25,
26309,3436,"Car Wash, Kerosion",,NULL,
20031,3437,"Flat bar",,NULL,
20031,3438,Angles,,NULL,
20031,3439,Rods,,NULL,
20031,3440,Pipes,,NULL,
20031,3441,"Plates ",,NULL,
20031,3442,"Steel wire",,120,
26314,3443,"Kerosion, Car wash",,NULL,
19964,3444,"Ammonium sulphate",,NULL,
19964,3445,,,NULL,
23102,3446,Clorine,,NULL,
26317,3447,"Water Jel, Amonium",,NULL,
21621,3448,"IPA, NBA",Sithara,5,
22205,3449,"Digieesor, Coustic Soda, Teepol",,NULL,
26347,3450,"Car wash, Hipressure",,NULL,
22548,3451,"Hipressure, Teepol, Soap",,1,Cleaning
19601,3452,"White Oil","HV Hevy 44, Extra supper 68",1000,
13331,3453,,,NULL,
8968,3454,"Iso Prophyle Alcohol",IPA,NULL,
8968,3455,"Normal Beuton Alcohol",NBA,NULL,
19970,3456,"Water Jel, Amonium, Detanator",,2.5,
8989,3457,"Emusifier 3551",,NULL,
8989,3458,"Exp 122",,NULL,
8989,3459,HCl,,NULL,
8989,3460,CaCl2,,NULL,
8978,3461,Bio-sid,,2,
8978,3462,"2 D- 100",,2,
8977,3463,Acetone,,50,
8977,3464,Toluene,,50,
8977,3465,"Ethyl Acetate",,NULL,
8967,3466,"Explosives, ",,NULL,
8967,3467,Waterjel,,0.42,
8962,3468,"Sodium Bisulfite",BASF,12,
8962,3469,Acid,BASF,12,
8962,3470,"Necsho Bleach",,4.05,
8963,3471,Nitroglycerene,Dynamite,10,"For U/G rock blasting"
8963,3472,"Ammonium Nitrate",ANFO,40,"For U/G rock blasting"
19527,3473,"Feenole, Amonium",,5,"washing cages"
21719,3474,Clorine,Clorine,200,
22072,3475,"Chlorine,Amonium, Compounds",,0.27,"Cleaning and Disinfecting"
13334,3476,"shampo,",,7,
26389,3477,"Ammonium nitrate",,NULL,
26389,3478,,"water gel",NULL,
26389,3479,,Threads,NULL,
21769,3480,Hipressure,Vanish,10,
23103,3481,"Hi power Chemical, Car Wash","Multi Bright",2,Cleaning
23234,3482,"Hydrogen Peroxide, Soda Ash, Sodium Silicate, Caustic Soda, Poem Agent Detergent, Acitic Acid, Oxalic Acid, Ammonium Sulphate, Levelling Agent, Binder, Fixer, Thickner, Taitanium Dioxide, Imulsifier, Di Ammonium Phospate, Liquid Ammonia, Urea",,168,"Dyeing, Bleaching, Washing, Paste"
11014,3483,,teapoal,NULL,
26399,3484,"Potassium Nitrate",,NULL,
10947,3485,"waterjel,Amonium nitrate",,5,
10960,3486,"hdpe,calcium,pallate","150,75,75",NULL,
12600,3487,AMMONIA,,1.5,"FOR BLASTING"
12600,3488,"GUN POWDER",,200,
10799,3489,,"thiner,spraypaint",4,
26420,3490,"Emusifier 3551",,NULL,
26420,3491,"Exp 122",,NULL,
26420,3492,HCL,,NULL,
26420,3493,CaCl2,,NULL,
26421,3494," GUN POWDER",,0.3,
26421,3495,"WATER GEL",,0.65,
26421,3496,AMMONIUM,,3.3,
19966,3497,"Jelatine Dinamite,Amonium Nitrate, Blasting powder,",,NULL,
11027,3498,hypresure,"vindya camicles",200,"to washing"
24755,3499,"neker highpressure",,NULL,
19814,3500,"Citric acid, fumaric acid, malic acid, Sodium bicarbonate, Potassium sobate",,15.75,"food additive for jelly, pudding preservatives"
21971,3501,"Hipressure, Teepol, Soap",,1,Cleaning
8717,3502,"Citric acid",,2,
8794,3503,,"water gel",1,
8794,3504,"Ammonium nitratrate",,3.5,
8794,3505,," srevice threads",NULL,
10995,3506,"Sink Oxide",,30,
10995,3507,"stiarik acid",,15,
10995,3508,"Carbon Black",,300,
10995,3509,Antyoxident,,10,
10995,3510,H.O..R.,,5,
26448,3511,"Costic soda, Farm Oil, Soda Ash",,635,
20773,3512,"AL2 (OH)3",Alum,12,"For tretment  system"
11006,3513,hypresure,Britoal,2,
11006,3514,grees,calted,500,
11006,3515,oil,oil,10,
20725,3516,"Ammonia Nitrate , Explosive, Water Jel",,31,
11449,3517,,carwash,1,
22795,3518," Shampoo, Oil",,NULL,
21018,3519,"Costic soda, Farm Oil, Soda , Kerosion",,NULL,
26456,3520,AMMONIUM,,2,
26456,3521,"GUN POWDER",,0.2,"FOR BLASTING"
11282,3522,Amonia,,10,
23529,3523,"Washing Powder, Coastic Soada",Deeva,1.5,cleaning
22839,3524,"Coastic Soda, Nitrit Acid",,42,"Water Cleaning"
19806,3525,IPA,,3,
11379,3526,,Britoal,2,Washing
19602,3527,"kerosene ",,8,
22003,3528,"Monovet, Clorine","Monovet, Clorine",NULL,
21960,3529,"Teepol ,Greece, Keroson",,NULL,
26469,3530,"Ammonia Nitrate , Explosive, Water Jel",,NULL,
26468,3531,"outo thiner",C.I.C.,NULL,
26468,3532,Paint,"C.I.C paint",NULL,
26468,3533,,catloy,NULL,
21080,3534,,"Naftol Vat",0.75,
21812,3535,"Thiner, Carbite, Ink","CIC Thiner, Carbite, CIC Ink",5,
19974,3536,"Ammonia Nitrate , Explosive, Water Jel",,10,
19981,3537,"Dinamite, Amonium",,40,
19971,3538,"Jelatine Dinamite,Amonium Nitrate, Blasting powder,",,5,
10724,3539,Hypreshure,Britoal,10,
8772,3540,"Sodium bisulphite",,12.5,
8772,3541,"Sodium sulphite",,3.75,
8772,3542,,Nekshobleech,2.75,
8772,3543,,"Fomic acid",3.75,
10735,3544,dinamite,,NULL,
10735,3545,Amonia,,2,
21843,3546,"Dinamite, Amonium",,0.7,
21720,3547,"ISO Profile Alcohol, Methyle Ethyle keeton, Toluvene, Normal Butonol Alchol","IPA, MEK, NBA",11,Printing
21792,3548,Detergents,Britol,1.5,Cleaning
11106,3549,,sigre,150,washing
20782,3550,Methanol,,163,"Its like canndle. Used for keep food warm"
21321,3551,"Soap, ","T& G ",5,
11104,3552,,"Car wash",300,Washing
11104,3553,,"soap powder",200,washing
20353,3554,"high pressure liquid","Teepol, Nildara HP synthetic",21,Cleaning
22811,3555,"Ammonia Nitrate , Explosive, Water Jel",,25,"Metal Mining and blasting"
11599,3556,,"SBP Petral",20,
20115,3557,"Sulper, Coastic Soda, Poly aluminium cloride",PAC,NULL,
21251,3558,"Clorine, ","Clorine, Sanitol",0.2,
21304,3559,"Car Wash",,6,
21197,3560,"Kerosion, Hi pressure, Tepool",,50,cleaning
26521,3561,"Ammonium nitrate",,2,
26521,3562,,"Service threads",1,
26521,3563,,Dinamite,0.25,
26521,3564,,"Detanater,bulk powder",3,
22028,3565,"Chlorine, Triclosan","Chlorine,  Neetol",4.6,Cleaning
19544,3566,"Boron, Boric Acid",,7.5,
11625,3567,,Carwash,3,
11625,3568,,Hyprsure,3,
11625,3569,,"engine oil",3,
26546,3570,"Kerosion, Hi pressure, Car wash",,1.2,Cleaning
20779,3571,"Water jel,ANFU,Black powder, safty fuses",,255,"Metal Mining and blasting"
21259,3572,IPA,,1,
20927,3573,"IP, MB",,5,
20971,3574,"Sulpuric acidn , Nitrit acid",,120,
1772,3575,Prima,Prima,300,
1555,3576,dul,,2,
1591,3577,medicine,,NULL,
11092,3578,,Britoal,4,washing
10976,3579,,Dinamight,1.5,
10976,3580,Amonia,,5,
11460,3581,,"Spray paint",2,
2103,3582,"E.M,K.P",Kamilis,NULL,
2103,3583,Resin,Resingum,NULL,
11457,3584,,haipreshure,1,
11457,3585,,Britoal,500,
11461,3586,,"Cluch Oil",500,
20897,3587,"Clorine,",,1.5,
22267,3588,"Titanium Dioxide,Carbon black, synthetic coloured matter, Calcium carbomate, Rasin","TIOXIDE,CARBAN BLACK, PIGMENT",870,"To make colour"
11079,3589,,"Engine oil",10,
11079,3590,,"gear oil",2,
11079,3591,,grease,4,
11068,3592,,britoal,NULL,
11076,3593,,Grease,5,
11076,3594,,"hypressure powder",0.5,
2373,3595,,sanlait,2,
20766,3596,"Cellulose 1, 11","Burmacoal 1, 11",1000,
26609,3597,Soap,Britol,2,Cleaning
20928,3598,"Sulper, ZDEC, Furnece Oil",,3.75,
11491,3599,,Hypresure,2,washing
11491,3600,,oil,2,
11501,3601,,hypreasure,1,washing
23232,3602,"Clorine,","Bleaching Powder, Maxtneat 3100, 2004 & 3221",3,"Disinfection, Cleaning, Reducing Oxigen level, Controll PH value, Remove cover"
11493,3603,,hypresure,1,washing
23331,3604,"Carbite, Oxygen Gas",,2,Cleaning
2100,3605,Thinar,clc,NULL,04
20231,3606,"Kerosion, Car wash",Teepool,10,Cleaning
20129,3607,"Sodium hydrocloride, ",,6.5,
20658,3608,"Dyna, Amonia",,3,"Metal Mining and blasting"
20291,3609,"Ammonia Nitrate , Explosive, Water Jel",,NULL,
22058,3610,"Kerosione, Hi pressure, ",,NULL,
2175,3611,kerodin,,2,
2175,3612,"engine oil",,5,
11016,3613,,"patrocate thiner",0.25,
2284,3614,,rasako,1,
20938,3615,"Sodium acid pyrophosphate, Sodium bicarbonate","SAPP, Sodium bicarbonate",580,"food ingredient"
1912,3616,Dainomait,,NULL,
1912,3617,"wedi nuul",,NULL,
20929,3618,"Thiner base paint, varnish",,100,"To paint"
26618,3619,"Calcium Carbonate, Calcium Magnicium","Dolamite, Kalsite",25000,
2224,3620,"amoniom naitret",amoniya,2,
10984,3621,,Thiner,5,
10984,3622,,"paint ",10,
26632,3623,"sodiyam salfet",,NULL,
7593,3624,No,,NULL,
19742,3625,Shampoo,Dash,2,Cleaning
26673,3626,"Ammonia Nitrate , Explosive, Water Jel",,NULL,
20219,3627,"Hipressure, Kerosione",Britol,0.15,Cleaning
2102,3628,Thinar,,NULL,
2237,3629,"amoniom naitret",,500,
2237,3630,"Wedi beheth",,NULL,
20703,3631,"Ammonia Nitrate , Explosive, Water Jel",,2.2,"Metal Mining and blasting"
26691,3632,"Ammonia Nitrate , Explosive, Water Jel",,6.3,"Metal Mining and blasting"
20690,3633,"Amonium, Detonate, Dinamite",,5.5,"Metal Mining and blasting"
22382,3634,"High Pressure, Liquid, Car wash",DASH,5,cleaning
20936,3635,"Ammonia Nitrate , Explosive, Water Jel",,NULL,
2342,3636,asatalin,,500,
11553,3637,Nitrocelliulose,,2600,
11603,3638,"Lithium Alkyledencil",,20,
11603,3639,"Sultphonic Azid",,2,
11603,3640,"Costic soda",,50,
26705,3641,,,NULL,
26714,3642,"Detergents /Hi Preesure shampoo",,1,Washing
26722,3643,"Deaina Maite",,NULL,
7793,3644,"High Pressure / Cerozene oil/csa wash",,NULL,Washing
7811,3645,Hi-pressure,,40,Washing
7811,3646," Deasil",,6,Washing
7776,3647,shampo,Neo,3,Cleaning
8251,3648,"Amonia Naytrate",,25,Blasting
8309,3649,"Amonia Naytrate",,NULL,
26727,3650,,Paint,10,
26727,3651,,Thiner,15,
26727,3652,,carbite,NULL,
26692,3653,,Caltex,1,"For Cleaninig"
26695,3654,,Soap,0.5,"For Cleaninig"
26695,3655,,"Car Wash",0.5,"For Cleaninig"
26696,3656,,Caltex,1,"For Cleaninig"
4511,3657,Thiner,,1,
26728,3658,,Sampo,0.2,"For Cleaninig"
26729,3659,Detergent,,1,Cleaning
7550,3660,"Blastng Agent",,2,Blasting
7550,3661,"Ammonium NItrate",,100,Blasting
7550,3662,Dianamite,Dina,20,Blasting
7550,3663,cap,,200,Blasting
26733,3664,"Hi Pressure",,5,Cleaning
26733,3665,Shampoo,,1,Cleaning
7786,3666,Teepol,,2,Washing
7786,3667,Oil,,1,Washing
7777,3668,Oil,,0.5,Cleaning
7777,3669,Hi-pressure,,1,Cleaning
7777,3670,Shampoo,,1,Cleaning
